11 62 46 33 26 24 71 40 89 59 100 63 89 28 85 16 45 83 79 37 60 9 54 87 2 83 5 83 8 86 85 52 71 74 40 90 48 98 21 92 59 29 78 99 79 26 54 21 94 63 100 71 6 33 32 59 89 11 50 81 54 61 42 74 77 80 43 70 35 40 61 49 72 24 2 52 31 15 17 79 51 62 76 81 95 82 7 13 59 53 100 6 94 89 44 87 66 82 89 70
30 53 54 12 55 34 85 40 31 90 35 19 8 54 95 68 85 60 34 75 4 14 84 25 65 74 34 12 67 54 17 47 68 28 34 51 28 48 72 95 57 39 69 89 70 18 50 21 2 6 11 5 83 5 60 79 28 38 33 89 55 61 72 32 32 94 50 98 58 19 36 44 45 47 39 13 23 68 38 54 11 61 30 15 94 29 25 81 38 40 3 43 25 7 16 85 42 95 36 78
48 77 6 9 72 29 98 69 26 15 100 63 8 44 68 5 73 96 49 20 50 14 37 85 3 5 76 60 52 84 11 55 46 48 10 37 75 85 33 1 27 48 66 9 43 74 91 21 13 62 40 15 42 43 76 22 71 71 11 4 93 50 97 7 80 10 57 56 86 75 96 44 5 39 44 32 63 97 90 49 18 93 30 70 66 43 45 10 21 44 1 82 20 64 68 30 19 65 30 46
98 29 54 88 36 81 20 83 80 53 36 26 69 56 87 69 25 89 22 14 35 35 74 21 1 54 17 59 60 46 15 49 48 74 69 51 85 44 94 82 69 58 70 74 27 31 50 93 74 50 26 10 91 92 37 81 23 5 57 20 32 40 47 95 38 89 95 92 23 57 30 6 85 19 7 66 53 51 93 60 44 61 32 96 86 100 57 56 21 77 37 6 38 43 85 53 69 87 12 38
65 15 39 95 9 65 68 13 57 65 12 87 94 11 11 43 98 2 43 92 39 61 94 74 15 32 13 15 2 17 74 44 41 15 85 88 17 14 46 76 70 31 34 86 89 66 97 59 57 37 70 37 8 47 19 74 12 71 62 92 52 93 90 71 87 13 16 82 74 53 83 5 42 25 57 77 96 7 71 85 55 20 21 9 58 23 57 95 10 33 62 46 99 54 23 94 57 3 17 20
56 56 80 99 64 84 11 29 14 96 85 13 73 32 57 98 46 4 27 43 49 58 13 45 24 39 17 32 71 32 95 93 93 11 33 97 17 66 41 26 25 76 92 31 35 40 4 84 15 72 65 42 93 25 88 38 76 92 55 9 77 26 79 81 36 90 90 85 45 45 28 58 66 77 19 89 84 44 77 87 77 57 1 54 15 54 53 58 57 95 30 28 42 52 54 10 56 29 36 42
51 22 13 35 35 68 54 98 92 50 22 36 18 30 51 36 4 34 22 53 40 19 50 83 72 100 17 39 64 42 98 95 22 61 72 31 11 20 59 43 85 59 82 68 30 32 40 10 5 74 24 38 1 7 69 89 53 91 56 63 51 57 83 10 73 60 93 45 11 98 12 31 98 94 90 48 72 16 46 63 76 81 11 73 90 76 31 36 13 9 56 54 59 74 36 5 26 34 93 98
62 79 73 57 53 40 91 20 47 27 74 76 73 58 73 65 12 50 57 74 19 59 30 19 81 54 21 86 100 34 51 43 2 96 71 1 65 19 80 74 12 97 52 73 62 36 96 98 45 11 40 16 91 52 74 83 73 31 33 10 42 81 74 8 8 2 21 45 69 81 73 46 11 69 48 92 54 21 30 87 77 81 77 73 43 10 47 99 4 45 28 73 66 35 83 62 46 64 65 15
74 30 1 40 29 44 23 89 64 72 90 53 70 28 18 6 51 2 80 81 21 3 86 23 34 82 20 6 44 82 33 54 46 62 24 74 76 58 96 63 96 5 84 30 46 93 48 12 44 97 100 68 50 68 92 97 48 48 91 88 99 27 37 13 7 43 78 50 97 79 45 5 58 17 56 90 5 46 84 25 19 55 93 4 9 69 43 84 76 39 25 42 96 14 82 69 64 100 42 57
96 30 22 73 90 38 66 97 57 66 7 52 84 24 79 49 57 35 88 11 97 3 62 58 64 87 12 72 68 40 31 86 2 37 7 93 28 7 85 88 93 46 11 29 25 85 20 15 63 58 80 59 77 22 62 70 49 44 68 12 88 2 11 82 48 5 75 82 92 78 22 72 66 22 83 98 98 98 51 21 97 79 61 95 65 26 44 69 18 75 83 14 19 19 48 13 74 12 89 3
89 41 74 62 10 29 5 19 41 96 35 83 55 97 75 43 14 29 49 51 79 28 93 53 6 20 73 68 65 39 29 33 57 76 96 23 74 78 79 97 21 84 42 20 1 9 96 62 32 96 25 76 40 5 81 3 2 48 71 80 6 13 32 69 18 30 5 59 90 66 83 40 99 78 55 89 36 66 92 66 53 33 38 62 78 77 39 4 48 5 8 71 64 82 64 50 67 20 3 7
56 99 47 42 18 58 6 47 92 64 3 58 35 98 11 98 41 27 59 53 72 21 66 27 93 16 19 9 80 55 23 70 55 52 54 87 25 56 21 31 56 51 56 94 83 41 84 90 80 18 48 27 23 54 16 89 71 26 37 47 52 95 10 69 89 48 69 79 9 58 11 70 10 65 94 69 97 72 3 20 90 82 67 26 21 6 8 83 52 17 54 32 57 19 14 23 44 61 91 4
67 44 72 20 1 97 34 32 43 43 30 43 95 41 97 39 39 70 90 61 51 61 68 27 29 33 16 50 79 47 31 5 99 40 16 23 40 71 55 22 54 70 79 97 43 49 31 41 6 3 53 75 52 90 40 37 78 95 81 96 39 97 14 93 20 3 28 90 15 61 6 29 49 66 81 49 34 58 82 11 37 14 97 73 37 27 12 87 21 67 26 87 92 20 6 74 6 30 45 14
42 26 35 86 83 9 67 57 71 7 32 73 83 93 22 25 46 30 56 20 44 88 26 11 94 46 67 11 57 88 64 1 30 66 52 79 21 28 84 61 35 49 89 71 16 53 53 63 56 68 41 21 88 82 31 17 77 55 28 100 91 75 70 28 78 17 13 82 31 21 27 1 88 81 82 57 29 97 76 58 93 17 34 72 58 79 24 45 63 33 96 79 56 2 92 35 94 53 26 24
14 90 6 57 95 22 75 12 64 19 7 18 59 86 18 22 58 72 87 80 1 51 75 59 80 100 84 26 40 28 85 76 43 9 27 13 79 98 6 92 71 21 92 3 93 63 40 89 52 86 6 29 30 71 26 80 28 53 34 8 1 35 31 61 44 11 11 49 95 63 50 91 82 59 14 82 49 90 82 86 50 89 91 23 70 74 40 94 100 58 86 51 80 90 35 92 88 100 22 56
30 40 14 42 17 16 46 96 8 64 53 69 18 12 31 49 32 18 41 66 45 5 5 68 17 47 5 38 17 97 39 79 30 88 48 31 15 91 13 61 6 54 17 15 9 1 63 100 62 11 15 14 2 86 52 30 34 33 19 9 91 97 33 80 53 96 86 43 83 27 88 84 95 58 37 19 31 99 72 55 95 26 61 58 69 28 91 98 6 6 90 66 59 62 85 29 38 98 11 30
79 52 8 18 21 69 41 21 25 40 18 80 54 20 69 4 91 53 18 81 53 45 40 65 58 32 21 21 16 17 45 3 18 49 20 27 33 76 25 55 81 82 84 59 54 98 21 51 79 57 21 23 64 58 17 14 38 71 75 17 25 31 64 56 92 56 47 85 18 91 72 27 70 57 50 47 49 85 21 21 52 21 55 11 34 19 25 64 6 21 72 8 70 68 37 6 36 79 78 1
51 93 96 9 3 45 93 43 87 38 47 17 100 41 53 8 42 31 83 18 100 100 46 7 95 18 93 59 97 45 94 61 86 3 16 72 20 78 8 2 5 70 25 2 81 89 51 19 40 9 7 73 88 13 69 65 81 81 10 13 44 68 3 4 55 84 51 29 98 66 65 57 40 7 36 8 32 96 47 66 77 93 24 79 91 90 22 9 78 30 27 67 94 44 14 17 5 61 41 14
87 51 73 71 65 70 42 65 14 55 83 4 37 83 100 30 27 50 74 12 52 8 90 70 68 75 26 56 56 75 93 81 69 80 90 23 56 74 35 58 75 61 46 56 18 2 2 71 89 93 96 80 60 39 11 91 67 10 48 97 78 50 54 31 44 7 37 3 79 65 22 11 48 62 2 66 17 77 78 44 38 12 1 71 54 75 62 8 81 20 42 3 3 98 5 59 42 23 57 43
4 70 17 89 60 48 52 90 56 57 73 43 29 32 3 31 6 63 87 31 12 90 91 24 53 37 83 29 56 5 82 73 40 76 80 32 79 55 8 5 25 45 54 3 59 77 3 66 57 35 44 44 34 39 90 19 3 43 27 78 2 93 35 97 5 39 61 11 77 99 4 38 52 57 74 17 35 53 3 28 94 27 71 76 66 70 69 2 56 23 50 38 5 92 55 92 7 12 78 8
23 34 25 31 94 15 55 69 78 70 41 31 52 21 71 90 81 34 31 13 56 12 35 86 12 99 47 46 63 97 26 25 100 35 60 23 62 49 96 99 43 75 55 95 39 10 32 8 32 31 22 18 17 98 55 21 23 52 52 2 35 28 96 13 47 5 85 62 64 41 5 89 65 18 67 8 86 96 66 50 8 27 24 28 80 71 20 63 51 12 52 40 91 76 35 30 21 10 69 34
71 82 63 77 35 44 98 19 23 100 71 5 12 1 75 48 99 93 48 76 13 59 91 82 1 77 17 20 95 35 2 29 17 57 100 94 94 2 1 53 84 12 24 26 64 15 9 46 41 2 63 23 33 24 22 17 40 87 51 22 71 67 54 21 15 61 12 26 61 89 28 51 24 50 96 46 32 10 24 55 25 32 13 36 83 34 89 55 35 63 2 100 20 4 52 79 2 29 86 2
76 11 10 37 81 60 88 24 84 22 78 90 76 62 17 20 41 96 18 6 25 66 52 99 53 87 89 3 12 2 68 9 73 74 76 9 41 27 2 11 70 37 5 97 7 88 40 76 75 93 47 83 48 93 68 28 8 59 51 79 66 9 38 25 83 96 84 52 49 22 27 49 21 51 60 28 28 27 83 51 53 14 72 31 56 30 13 64 70 47 76 70 92 81 26 84 49 48 87 83
25 66 52 85 85 72 83 31 76 33 10 15 85 3 22 79 56 32 67 86 10 68 31 18 76 86 39 66 80 18 17 13 24 25 12 17 74 38 95 77 72 52 89 57 71 41 60 18 68 29 83 29 51 67 23 84 22 91 25 4 22 1 97 39 5 26 48 63 46 62 19 8 5 93 67 16 100 38 6 5 15 55 63 65 64 70 22 8 55 44 54 27 53 11 82 59 37 97 100 54
12 5 15 5 39 24 65 26 48 70 86 90 41 2 62 14 80 69 23 87 34 91 29 20 10 19 12 16 19 39 18 52 59 69 56 87 43 1 99 95 22 24 7 73 43 100 13 69 32 30 26 93 4 9 15 11 33 23 11 59 38 14 6 98 8 16 17 34 50 11 26 100 16 78 56 77 37 24 81 57 24 26 35 99 56 65 5 86 41 31 86 37 40 67 85 74 93 17 94 30
38 50 17 18 98 1 25 56 49 21 40 18 21 94 97 46 33 7 94 24 28 80 74 14 29 61 83 4 63 22 48 42 39 18 49 72 17 79 58 17 24 67 77 11 63 18 54 22 38 69 98 62 85 69 97 8 2 52 52 67 13 53 70 9 69 45 31 9 43 69 29 82 66 43 17 49 12 39 22 76 89 13 81 79 49 31 54 59 88 76 4 46 37 26 78 69 86 39 47 97
25 75 38 58 3 46 77 50 13 83 99 47 80 87 15 14 78 17 29 20 33 71 79 93 5 95 33 6 72 58 29 52 77 47 38 44 73 13 42 23 91 27 94 29 83 10 65 98 42 8 30 70 97 13 33 24 72 24 81 19 41 11 52 87 84 12 82 61 39 79 69 71 62 72 83 53 62 85 96 21 52 63 49 56 81 89 57 38 4 84 24 21 70 80 55 89 44 22 97 1
26 54 14 26 77 60 91 94 20 35 10 17 8 73 49 60 76 86 10 60 29 69 10 62 55 68 90 19 24 33 88 8 87 32 84 100 90 100 96 11 68 62 99 78 66 58 80 89 41 10 91 13 22 43 54 72 98 74 89 33 46 4 56 79 88 17 16 71 46 31 60 1 23 37 35 89 42 75 10 91 3 28 24 7 5 14 79 37 6 91 62 37 99 27 52 96 22 79 76 90
2 100 82 88 22 5 73 95 29 63 89 92 84 35 75 63 78 24 84 96 33 29 21 60 70 77 49 76 52 35 89 5 64 77 85 29 68 29 89 85 51 1 37 69 49 44 93 51 71 73 39 58 29 64 20 55 10 89 40 50 66 53 94 28 56 78 16 51 5 42 38 5 30 4 54 34 85 8 73 64 25 63 100 56 25 12 32 22 15 57 68 66 74 80 14 7 12 33 76 8
6 40 34 98 88 31 61 54 100 58 45 10 95 71 55 14 42 26 43 61 37 65 68 19 15 98 66 37 90 62 82 68 95 92 63 63 68 28 53 88 51 75 94 30 78 38 91 45 19 21 73 45 20 38 47 100 99 6 85 93 15 87 40 20 92 71 16 47 80 90 96 57 92 76 92 44 70 96 87 73 76 23 22 19 61 15 80 81 69 23 77 81 48 60 54 11 84 22 45 54
78 51 33 31 51 36 70 16 42 12 31 82 88 41 42 29 93 53 36 12 89 14 93 23 72 28 59 5 17 43 51 82 54 100 20 47 32 30 7 53 46 55 65 86 2 66 31 71 98 55 27 50 60 54 40 64 13 9 71 63 16 99 87 89 61 16 92 50 40 96 40 19 41 96 52 24 59 93 59 61 39 19 81 18 53 97 99 99 79 5 73 60 32 55 98 80 64 36 47 54
32 35 9 82 52 25 70 89 60 75 8 42 25 19 45 74 78 90 84 36 30 32 17 15 9 42 74 17 9 43 59 42 92 20 20 82 44 98 28 64 42 90 49 7 89 99 2 22 71 96 16 70 65 77 55 49 78 36 38 58 23 78 14 71 33 45 34 23 29 6 11 6 87 44 35 46 7 8 31 38 4 54 25 96 40 85 96 74 82 77 53 20 37 83 70 21 23 86 85 97
96 74 48 34 57 90 20 24 26 46 70 21 26 53 83 35 11 65 87 98 15 97 55 67 30 62 49 55 36 100 17 21 59 76 2 56 45 82 11 81 27 43 24 72 30 44 48 94 100 19 16 64 91 87 12 21 7 71 44 17 25 36 50 10 44 85 95 11 63 45 36 56 13 62 84 2 33 64 48 46 86 7 44 5 45 83 8 2 95 35 58 37 28 83 69 72 87 42 42 48
47 75 38 40 14 22 81 51 96 92 80 36 21 25 61 32 48 70 54 86 62 81 65 81 89 32 42 22 66 49 27 17 88 61 100 44 26 52 55 51 61 32 42 13 72 13 66 39 50 29 17 100 70 9 97 15 12 73 55 32 55 94 91 93 89 35 89 9 69 67 58 98 12 12 77 86 87 90 73 45 54 87 82 27 46 76 58 91 36 9 83 93 1 92 53 24 51 46 30 23
75 71 76 55 68 20 60 5 89 13 40 44 8 12 34 48 78 12 56 68 34 98 73 15 28 58 50 1 76 55 97 75 95 81 83 86 90 54 94 68 89 54 28 99 27 19 69 3 40 62 69 49 42 24 65 43 71 3 10 57 99 65 39 29 37 83 7 1 26 4 38 52 29 14 77 43 32 5 26 81 39 44 30 51 9 86 30 1 22 51 39 87 49 62 24 25 24 2 39 44
68 58 64 70 50 55 16 20 28 16 44 28 86 44 40 89 72 16 32 60 17 89 45 97 27 93 10 1 83 11 49 85 47 29 30 52 80 54 89 41 91 27 50 89 97 26 3 1 56 21 23 34 32 31 75 74 16 65 43 48 49 53 41 59 42 9 83 49 56 90 17 68 93 56 64 69 14 74 90 79 2 52 53 98 20 23 88 83 11 68 77 83 6 94 23 11 18 55 87 69
57 50 70 27 42 99 34 19 53 56 23 41 17 94 14 30 61 52 47 93 77 19 18 45 45 98 12 79 92 87 78 31 80 64 81 37 56 92 94 52 75 10 91 21 50 85 4 83 37 2 34 18 33 43 1 28 48 33 50 96 21 20 37 43 26 58 71 77 54 97 51 77 87 62 82 82 92 58 13 76 46 16 99 92 56 66 79 24 2 93 63 16 12 20 95 16 16 43 6 63
80 10 89 65 63 64 48 60 4 6 44 14 20 98 21 68 14 41 51 3 30 51 27 71 65 83 60 87 36 19 79 60 42 3 4 33 92 56 92 27 65 79 50 35 89 28 7 34 25 96 2 9 55 39 72 48 34 40 70 81 100 9 14 21 86 79 65 60 49 57 76 82 50 96 96 71 52 11 5 68 36 8 78 89 80 43 4 89 15 85 68 91 46 18 96 39 90 62 95 22
96 82 64 71 31 91 56 50 85 47 53 2 33 100 84 41 5 38 58 23 61 34 9 82 45 13 31 36 80 5 82 57 3 75 79 21 100 79 22 11 70 23 42 24 73 65 98 87 58 30 67 20 19 99 83 28 52 34 19 72 81 30 11 50 97 77 89 10 25 48 44 46 47 40 10 1 38 16 25 78 55 43 66 66 94 97 69 60 65 26 66 78 80 85 23 48 30 16 25 58
20 77 100 75 95 50 62 19 21 60 65 17 88 11 12 65 36 81 13 56 18 94 11 19 26 32 98 94 84 19 11 39 50 78 82 34 36 35 12 64 30 93 7 6 33 13 37 73 56 88 31 40 1 93 86 72 46 58 67 96 90 50 30 26 57 63 9 94 62 97 51 11 23 25 53 25 86 17 22 48 64 27 35 19 99 27 89 43 91 12 41 7 73 79 9 56 8 35 73 11
91 77 40 52 62 33 65 33 22 65 93 25 28 79 84 36 58 88 97 96 7 62 73 43 30 65 32 17 71 10 99 86 44 7 28 39 98 26 33 87 84 65 50 26 68 25 67 53 76 13 93 15 26 87 40 20 26 78 74 68 21 54 36 68 53 74 96 59 76 52 73 99 87 27 12 82 67 9 99 57 22 66 22 86 89 82 53 13 14 28 67 78 58 51 73 64 84 20 22 28
70 17 49 7 62 9 94 91 9 7 51 88 77 44 71 13 91 100 90 47 87 39 85 91 66 100 79 89 97 59 79 15 36 32 18 76 6 94 5 92 44 40 6 4 97 14 77 42 45 8 54 9 48 30 53 18 82 26 67 34 20 23 49 88 97 91 1 24 76 94 74 71 73 1 30 51 10 68 53 30 86 75 59 86 7 38 91 53 1 27 82 58 57 34 69 87 49 69 80 71
93 76 97 90 65 9 78 79 27 7 50 24 81 84 35 25 7 47 66 13 1 39 23 6 16 100 96 20 95 40 19 15 83 12 14 37 94 89 23 68 90 49 30 74 81 66 65 24 70 60 87 2 93 27 73 57 59 33 2 85 100 32 8 32 33 56 4 6 3 78 4 85 30 61 80 64 84 64 43 42 68 85 13 4 97 7 72 90 88 93 91 18 72 98 40 98 75 48 14 1
91 55 7 68 66 18 34 73 38 15 56 38 25 50 91 1 44 84 3 75 42 65 45 64 73 14 100 45 2 39 8 63 26 92 67 30 18 84 36 61 52 64 95 34 35 41 18 7 1 20 9 100 32 47 87 73 50 2 92 32 99 42 37 23 86 39 94 90 50 23 14 77 47 1 86 100 13 68 26 39 23 28 31 6 92 76 80 26 87 83 81 45 3 10 42 82 21 26 26 30
35 30 91 91 21 17 52 71 66 51 96 7 25 87 73 62 56 68 38 76 97 44 66 24 91 36 78 13 41 94 8 78 47 89 14 60 48 96 94 79 92 39 94 29 90 87 96 55 67 95 78 24 19 41 78 13 89 82 62 89 29 47 91 12 77 54 6 5 93 21 100 22 3 45 31 71 88 93 25 12 2 75 78 18 56 20 98 32 5 28 48 35 80 34 64 91 78 63 53 25
61 15 82 46 71 10 54 14 29 40 98 41 28 94 79 68 31 69 5 82 93 52 27 10 65 57 2 16 24 63 3 33 63 98 28 59 1 98 54 44 42 49 24 2 79 52 98 99 69 87 45 66 36 27 50 7 20 92 47 4 12 73 1 9 15 75 94 73 32 1 4 68 72 72 77 99 62 33 71 21 4 86 32 40 56 54 78 82 55 53 7 2 68 68 44 91 52 44 5 59
54 87 23 55 6 52 7 1 87 2 24 27 10 15 65 90 51 6 57 8 99 68 87 10 96 81 60 80 77 39 93 40 62 58 58 100 28 25 87 84 18 22 63 11 60 3 73 31 55 12 16 52 57 80 40 47 39 41 13 79 28 83 57 5 24 42 100 19 89 30 68 100 52 1 96 21 8 39 92 30 19 53 91 79 3 85 43 25 77 30 38 47 76 79 41 39 80 6 20 59
12 53 79 72 26 65 71 26 94 69 55 61 29 92 77 80 91 79 100 56 36 66 91 88 40 20 48 94 68 97 29 43 18 97 33 14 44 50 48 16 79 16 18 74 35 25 100 26 95 43 73 88 36 7 32 58 35 23 72 72 66 4 67 34 75 73 76 69 32 23 89 22 100 32 2 99 13 56 17 45 70 45 28 56 53 90 31 100 41 93 57 38 69 48 14 25 72 13 42 85
16 28 80 65 53 72 69 73 51 2 38 26 43 71 20 68 13 86 1 5 98 7 79 59 87 97 26 57 26 19 52 5 24 58 71 26 100 89 12 83 60 16 81 45 24 79 87 8 8 81 45 94 23 28 55 65 63 2 97 58 2 27 23 88 22 46 45 44 2 60 82 49 4 41 41 24 48 80 84 67 36 88 48 29 59 35 81 38 26 66 49 10 66 98 11 47 60 91 9 37
73 37 33 18 70 86 90 2 32 40 35 2 70 76 73 47 39 91 85 24 62 30 38 38 64 37 75 28 55 99 17 52 68 13 88 94 44 27 6 44 71 15 6 17 49 31 97 20 87 25 13 70 12 87 96 26 16 36 65 94 94 55 9 31 82 28 42 84 24 34 14 64 47 99 12 68 91 38 65 38 32 43 39 89 93 24 90 60 48 40 40 50 66 20 80 14 90 92 82 76
58 24 69 85 65 9 41 93 39 86 70 21 57 66 95 43 47 81 10 90 41 40 8 85 9 47 72 60 1 26 27 38 3 37 50 9 24 90 9 72 27 6 60 51 66 89 34 60 14 47 80 25 4 88 87 39 98 33 96 90 36 46 8 41 6 36 85 28 98 40 37 6 68 25 67 34 79 69 12 71 31 66 95 44 79 44 1 99 41 82 69 63 45 53 59 14 23 36 2 48
53 69 52 24 74 52 64 79 53 35 96 69 52 86 84 43 68 38 88 19 12 6 89 71 27 61 37 14 44 52 2 40 85 77 15 15 96 81 44 17 23 23 97 1 97 12 96 92 75 66 46 62 7 43 22 62 98 45 73 31 61 82 58 26 81 60 77 80 91 29 26 26 78 40 31 79 25 7 10 36 94 7 94 66 17 4 23 86 66 13 39 7 51 3 43 74 12 38 49 22
12 93 87 94 49 45 2 16 31 94 75 1 1 61 64 46 37 40 79 68 42 8 47 92 84 98 71 31 42 12 10 43 29 30 16 8 32 68 10 91 71 6 70 40 83 22 15 2 93 42 77 3 68 25 69 16 61 13 82 73 70 41 36 82 63 68 97 55 34 36 83 36 6 44 92 1 89 69 74 74 98 58 97 83 80 67 81 91 74 27 32 88 88 51 46 69 60 36 8 62
38 42 41 46 80 66 64 11 6 80 99 2 27 39 28 36 86 14 38 31 88 57 24 75 78 60 85 4 79 26 62 56 2 30 73 21 10 4 79 96 58 78 72 24 25 12 14 5 72 23 68 10 58 84 52 72 15 36 24 67 7 72 53 44 78 100 51 26 17 3 54 22 36 94 10 96 34 71 22 42 40 50 96 32 57 7 80 14 13 74 86 49 3 59 40 28 52 51 62 78
69 83 22 60 42 66 7 31 47 100 32 30 57 2 84 32 41 14 38 4 88 6 5 7 66 59 56 34 21 41 64 60 54 28 42 74 74 50 2 74 89 21 60 30 45 5 9 99 30 90 48 24 40 23 94 43 21 82 33 77 82 67 75 59 80 3 37 43 18 64 62 90 17 58 94 54 83 10 55 32 23 40 74 57 75 39 56 17 41 67 61 40 54 85 76 27 96 91 53 94
